nom,prix,website,source,date_scraped,category,promotion,url,description,normalized_nom,normalized_description
Hamilton Beach FlexBrew 2-Way Single Serve Coffee Maker,79.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/hamilton-beach-flexbrew-2-way-single-serve-coffee-maker.product.100665646.html,"No two coffee drinkers are the same so when you make coffee at home, the flexibility to customize how and what you brew is key. From fresh grounds to K-Cup®* pods, the FlexBrew® 2-Way Coffee Maker gives you the options to please fans of all types of coffees. TWO WAYS TO BREW. Brew a full pot using your favorite grounds on the carafe side, or make a cup for yourself using a K-Cup®* pod or grounds on the single-serve side with this 2-in-1 coffee maker. SINGLE-SERVE: BREW WITH K-Cup®* PODS OR WITHOUT. Pod holder and single-serve grounds basket are included. Features cup rest that adjusts to fit tall mugs and doubles as storage. Pod-piercing needle removes for easy cleaning to prevent clogging. 12-CUP CARAFE SIDE. Features programmable timer, auto pause and serve and 2-hour auto shutoff. SEPARATE WATER RESERVOIRS. Each brewer has its own water reservoir that’s easy to fill and features a water window, so you always know which brewer has how much water. BREWING FLEXIBILITY. The Hamilton Beach FlexBrew 2-Way Coffee Maker has the option to please fans of all types of coffees and quantities, making it the perfect gift for a home with multiple coffee drinkers. Product Features: Brew a single cup or a full pot Use a single-serve pod or ground coffee Compatible with any K-Cup®* pod 2 easy-fill reservoirs and easy-view water windows Single brewing side lets you brew into a cup or travel mug Carafe side with programmable timer and auto shutoff Bold or regular brew strength options Stainless steel accents Brew a full pot of coffee the way you always have Easy-fill reservoir and water window Programmable timer with 2 hour automatic shutoff Automatic pause & serve Brews up to 10 oz. with K-Cup®* pack or 14 oz. with ground coffee Includes single-serve pack holder and brew basket Storage area inside cup rest for single-serve pack holder or brew basket *Filters and Mugs not included",hamilton beach flexbrew 2-way single serve coffee maker,hamilton beach flexbrew 2-way single serve coffee maker
Frigidaire  Bottom Loading Water Cooler,179.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/frigidaire-stainless-steel-bottom-loading-water-cooler.product.100493343.html,"This Frigidaire Water Cooler offers an exterior cabinet that is a beautiful sparkling stainless steel, giving it an upscale look. Bottom-Loading technology hides the bottle from sight. Lifting heavy bottles and cleaning accidental spills are eliminated with this Frigidaire bottom load water cooler. Product Features: Hot and cold water bottom loading water dispenser in Stainless steel Indicators show water shortage, heating and cooling status and power indicator Ice cold  water at 0.74 GPH Steaming hot water at 1.32 GPH Constantly cold water 41°F Constantly hot water 194°F True toddler safety hot water lock LED night light Energy star compliant Bottom loading design with hidden bottle storage Stainless Steel finish Hot, normal and cold water buttons Cooling and heating indicator lights Fits standard 5 gallon bottles Removable drip tray for easy clean up Quiet cooling and heating Hot and cold water dispensing with safety lock for hot water dispensing Stainless steel welded internal reservoirs using 304 grade stainless steel Compressor cooling Heating power/Cooling power: 550W/80W Hot water tank capacity: 0.27 Gallon (1L) Cold water tank capacity: 1.0 Gallon (3.8L) Adjustable front leveling legs ABS food grade plastic Dimensions: 12.20""W x 12.59""D x 44.09""H, 38 lbs Made in China Warranty: Parts/Labor: 1 year For product related questions please contact Curtis International Ltd at 1-800-968-9853",frigidaire  bottom loading water cooler,frigidaire  bottom loading water cooler
Philips 800 Series Automatic Espresso Machine,399.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/philips-800-series-automatic-espresso-machine.product.4000161076.html,"Two delicious coffees from fresh beans, with ease, thanks to the intuitive touch display. Enjoy the delicious taste and aroma of coffee from fresh beans, at the perfect temperature, thanks to our intelligent brewing system. The classic milk frother allows you to create a silky-smooth cappuccino or latte macchiato with ease. Accessories Included: Grease tube Measuring scoop Water hardness test strip Product Features: Coffee from fresh beans – easily make delicious coffee drinks from fresh beans, exactly the way you like it, with the touch of a button. Automatic descaling for your convenience - it is easy to clean and maintain your coffee machine with the automatic program which notifies when you have to descale it. You can adjust the frequency of this procedure to match the water hardness at home. Adjust aroma strength and quantity via My Coffee Choice - adjust the strength and quantity of your beverage with the My Coffee Choice menu. Easily choose from three different settings to suit your preferences. Dishwasher safe parts for your convenience - for your convenience, you can put the milk system, drip tray and the coffee ground container in the dishwasher. This will save time and ensure a hygienic cleaning. Easy cleaning thanks to fully removable brew group - the brew group is the heart of every fully automatic coffee machine and should be cleaned regularly. The removable brew group allows you to clean it thoroughly just by rinsing it under the tap. Easy selection of your coffee with intuitive touch display - The irresistible taste and aroma of coffee from fresh beans is just one touch away. Our intuitive touch display allows you to easily select your favorite coffee. 20,000 cups of finest coffee with durable ceramic grinders - Bring out the full flavor of your coffee with our hard-wearing ceramic grinder. Our sharp-edged grinders extract the best aroma and flavor from your beans. Made from 100% ceramic material which ensures they last for at least 20,000 cups. Easily adjust to your taste with 12-step grinder levels - our durable ceramic grinders can be adjusted in 12 steps, so you can turn your beans into anything from ultra-fine powder to coarse grindings. The perfect temperature, aroma and crema cup after cup – the Aroma extract system intelligently strikes the optimum balance between brewing temperature and aroma extraction by keeping the water temperature between 194°F and 208°F, while regulating the water flow rate, so you can enjoy delicious coffees. Up to 5,000 cups without descaling thanks to AquaClean water filter* – by changing the filter after being prompted by the machine, you will not need to descale your machine for up to 5,000 cups**, while enjoying clear and purified water. *AquaClean filter compatible; not included. Sold separately. **Based on 8 filters replacement as indicated by the machine. Actual number of cups depends on selected coffee varieties, rinsing and cleaning patterns. Dimensions & More Info: Type of material made out of: plastic, stainless steel 9.69 in. x 17.05 in. x 14.61 in. 16.5lbs 1500 W Designed in Italy, Made in Romania For product related questions please contact Versuni at +1-833-737-1212; Monday to Friday: 09:00am - 06:00pm EST",philips 800 series automatic espresso machine,philips 800 series automatic espresso machine
Nutribullet Ultra Deluxe Single-Serve Blender,79.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-17 23:23:14,small-appliances,January Savings,https://www.costco.com/nutribullet-ultra-deluxe-single-serve-blender.product.4000248234.html,"The Ultra takes the essence of the original nutribullet blender and advances it forward with increased wattage, more durable blades, an intuitive illuminated interface, and a sleek silhouette. Accessories Included: (1) 1200W Power Base (1) Titanium Coated Stainless Steel Single Serve Extractor Blade (1) 24 oz Cup (1) 24oz Handled Travel Cup (2) 32 oz cups (3) Flip Top Lids (4) Stainless Steel Straws (1) Cleaning Brush Product Features: 1200 Watts An intuitive illuminated interface Two blending options- automated or pulse. Blending cups are made with Tritan Renew – a 50% post-consumer recycled material. Specialized design that produces lower-frequency sound. Takes up minimal space on the kitchen counter. Each blade comes with a 5-year limited warranty. Dimensions & More Info: Base: 4.75"" x 5"" x 7.9"" 7.93lbs 1200 Watts 18,000±15% RPM Made in China Warranty: One-year limited warranty for motor base, cups, straws and to go lids 5-year limited warranty for Rapid Extractor Blades For product related questions please contact nutribullet at 1-800-523-5993.",nutribullet ultra deluxe single-serve blender,nutribullet ultra deluxe single-serve blender
L'OR BARISTA Coffee & Espresso Machine,119.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/l'or-barista-coffee-%2526-espresso-machine.product.4000264149.html,"CAPSULE COMPATIBILITY: Brews L'OR single-serve coffee and espresso capsules, Peet's Coffee® single-serve capsules exclusively made for L'OR, and *Nespresso Original machine capsules. L'OR is not affiliated with the *Nespresso® brand.",l'or barista coffee & espresso machine,l'or barista coffee & espresso machine
Cuckoo 6 Cup Micom Rice Cooker,69.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/cuckoo-6-cup-micom-rice-cooker.product.100648984.html,"WARNING: Cancer and Reproductive Harm - www.P65Warnings.ca.gov . Cuckoo Electronics brings the best in high performance rice cooking technology in a sophisticated design. This multifunctional rice cooker allows you to cook all of your favorite grains at the touch of a button as well as cook your favorite, soups, stews, sauces and much more. Use precision cooking on your favorite rice dishes by selecting up to 16 customizable textures and flavors– all at your fingertips. Accessories Included: Non-Stick Inner Pot User Manual Rice Paddle Rice Measuring Cup Product Features: 10 Versatile Menu Options (Including Multi Cook, Multigrain, Brown, Steam, etc.) Create up to 16 different rice textures and flavors with 'My Mode' Adjustable Keep Warm Temperatures and Reheating Options Energy Saving with faster cooking times Eco-friendly 6 cup uncooked rice capacity (12 cups cooked) Dimensions & More Info: Plastic, Metal 9.5"" x 12.5"" x 8.5"" 7 lbs 580 Watts Made in Korea Warranty: 1 Year Limited Liability Warranty (Does not cover accessories) For product related questions please contact CUCKOO Electronics America at 213-228-5330",cuckoo 6 cup micom rice cooker,cuckoo 6 cup micom rice cooker
Capresso Metal Die-Cast Housing Conical Burr Coffee Grinder,99.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/capresso-metal-die-cast-housing-conical-burr-coffee-grinder.product.11378793.html,"All New JURA/CAPRESSO Items are tested before being shipped out to ensure the product is in perfect operating condition for the customer, because of these tests you may find coffee beans or water residue in your machine. For maximum aroma and flavor retention nothing beats the Infinity Conical Burr Grinder series.  The Metal Die-Cast Housing makes the grinder quieter, has less friction and is twice as heavy then non-metal grinders.  Computer controlled special grinding heads cut the angles and shapes of the steel burrs to within 0.1 mm precision (1/250 of 1 inch). Burrs are produced as matched pairs and are hand-assembled in Switzerland for precise fit. The multiple gear motor produces the slowest grinding action (< 450 rpm) resulting in highest precision grinding from Turkish fine to percolator coarse. Product Features: Heavy-duty brushed Metal die-cast housing Extremely wide range from Turkish fine to coarse for all kinds of coffee preparation Clearly marked fineness settings: 4 extra fine, fine, regular, & coarse; total of 16 settings Commercial grade, solid conical steel burrs w/advanced cutting design for high precision grinding Gear reduction motor grinds slow w/reduced noise & little static build-up Slowest grinding speed in its class creates less friction & heat build up preserving max aroma & flavor in any grind setting Safety lock system Upper conical burr removable for easy cleaning Tight fitting ground coffee container (holds up to 4 oz. of ground coffee) See through bean container holds up to 8.8 oz. of beans Timer can be set to grind from 5 to 60 seconds Pulse grinding possible Elegant, timeless and user-friendly design Cleaning brush and measuring scoop included Dimensions & More Info: 10.8” L x 5.4” W x 7.7” H; Weight: 6.1 lbs. Watt/Volt/Hertz: 100W, 120V, 60Hz UL Listed 1 Year Limited Warranty for Household Use Made in China Warranty: 1-year limited warranty for Household use For further product information please call Jura-Capresso at 1-800-767-3554.",capresso metal die-cast housing conical burr coffee grinder,capresso metal die-cast housing conical burr coffee grinder
"JURA E6 Automatic Coffee Machine, Piano ",1399.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/jura-e6-automatic-coffee-machine%2c-piano-black.product.4000151201.html,"Even more aroma for even more enjoyment The Professional Aroma Grinder helps to create the perfect coffee that is second to none. Thanks to perfected grinder geometry, the quality of the grind is more consistent, and this performance is maintained over its entire service life. This optimizes aroma extraction and achieves an aroma increase of 12.2% compared to conventional grinders. Discover completely new sides to your favorite coffee specialty. Cappuccino made to perfection With the proven Easy Cappuccino function, you can enjoy superb cappuccino at the touch of a button. The milk nozzle, which was specially developed for cappuccino, ensures uniquely soft, fine milk foam that perfectly complements the coffee and promises true perfection. The ultimate solution for cappuccino lovers. Perfection made easy The clearly presented 2.8"" color display, six ideally placed buttons and an intuitive operating concept enable convenient operation of the E6, whether you want simple coffee preparation, to set individual preferences or use the self-explanatory cleaning functions. The E6 is also compatible with J.O.E.®, which allows you to prepare specialty coffees, set and store personal preferences and easily send your guests' coffee orders directly to the coffee machine from your smartphone. Sustainable design With its quiet elegance, the design of the E6 reflects the unique technology hidden behind its timeless exterior. The linear geometry with sophisticated chrome accents ensures a distinct visual that focuses uncompromisingly on first-class coffee and blends harmoniously into any décor. Both in terms of the selection of specialties and its design, the E6 purposely avoids any excess that could distract from its true essence: The perfect cup of coffee. Accessories Included: Jura Starter Kit User Manual Product Features: Professional Aroma Grinder grinds fresh, whole beans and ensures more aromatic coffee through more consistent grinding. Grinder is adjustable.. The advanced eighth-generation brewing unit with 3D brewing technology ensures ultimate flavor and aroma. JURA's exclusive Pulse Extraction Process, also known as P.E.P.®, ensures the optimum extraction time by pulsing the hot water through the ground coffee at the optimum frequency for the amount of water. Fine Foam Frother prepares fine, compact milk foam making it possible to prepare trend specialties to professional barista standards. The milk system should be cleaned daily using the included container when preparing milk specialties. The milk system can also be rinsed intermittently in between preparations. This versatile machine can also deliver hot water on demand for tea or Americano, with three programmable hot water temperatures. Holds 10 oz. of fresh, whole beans and has an aroma preservation lid to keep beans fresh to guarantee a fresh cup of coffee every time. The 64 oz. water tank is front loading and has an RFID chip which communicates with the CLEARYL Smart filter and advises the uses when it’s time to be replaced. The CLEARYL Smart filter maintains water purity as part of the brand’s commitment to maximizing quality and taste. Programmable Color Display Height Adjustable Dual Coffee Spouts Dimensions & More Info: 11 in W x 13.8 in H x 17.6 in D 20 Lbs 230 V | 1450 W Made in Portugal Warranty: 2 Year limited warranty For product related questions please contact “Jura” at 1-800-220-5701","jura e6 automatic coffee machine, piano ","jura e6 automatic coffee machine, piano "
Cuisinart Burr Grind & Brew 12 Cup Automatic Coffee Maker,129.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/cuisinart-burr-grind-%2526-brew-12-cup-automatic-coffee-maker.product.100490264.html,Designated Chemical Disclosure,cuisinart burr grind & brew 12 cup automatic coffee maker,cuisinart burr grind & brew 12 cup automatic coffee maker
Sur La Table Digital Kettle with Infuser,34.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/sur-la-table-digital-kettle-with-infuser.product.4000215594.html,"The Sur La Table Digital Kettle with Infuser offers one-touch convenience for all your hot beverage needs. This 7-function kettle offers five different tea settings ensuring the optimal temperature for extracting the best flavor from a variety of options.  Hot water boils in minutes at the touch of a button so you are ready for soups, cocoa, and other hot beverages. With an easy to use and clean stainless-steel infuser, you can customize your beverage with your favorite teas and flavors! Product Features 7 functions LED Digital touchscreen display One-touch presets for a variety of tea including:  Herbal, Black, Oolong, White, Green and Delicate One-touch Boil Water function Infuser for optimal flavor extraction 60oz / 7.5 cup capacity 1500 Watts Easy open lid Spout filter Keep warm Accessories Included: Stainless-steel infuser Power base Spout filter Dimensions & More Info: Stainless-steel and glass 8.7” x 6.18” x 9.41” 3.3lbs 1500 Watts Made in China Warranty: Parts/Labor: 1 Year For product related questions please contact Customer Service at 1-877-246-0990",sur la table digital kettle with infuser,sur la table digital kettle with infuser
"Keurig K-Supreme Plus Special Edition Single Serve Coffee Maker, with 18 K-Cup Pods",129.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/keurig-k-supreme-plus-special-edition-single-serve-coffee-maker%2c-with-18-k-cup-pods.product.4000065675.html,"Elevate your everyday coffee experience to delicious new heights with the Keurig® K-Supreme Plus® Special Edition Single Serve coffee maker. Innovative MultiStream Technology™ saturates the grounds more evenly to extract* more flavor and aroma, so you can enjoy an exceptionally flavorful experience in every cup. Programmable preferences for up to 3 users, customizable settings for strength and temperature, and a sleek stainless-steel metal wrap make it a supremely striking standout in any kitchen. Accessories Included: 18 K-Cup® Pods, Water Filter + Handle, My K-Cup® Universal Reusable Coffee Filter Product Features: Programmable Favorites: Save individual brewing preferences for up to 3 users. Customize Your Cup: With 5 strengths and 5 temperature options, or make it iced by brewing hot over ice and enjoying cold Multiple Brew Sizes: Brew a 4, 6, 8, 10, or 12 oz. cup. 78 oz. Removable Reservoir: Allows you to brew up to 9 cups before having to refill, saving you time. Fast & Fresh-Brewed: Coffee made in minutes. Back-To-Back Brewing: Immediately brew a second cup, no need to wait for reheating. Travel Mug Friendly: Removable drip tray accommodates travel mugs up to 7” tall. Digital Display Screen: Just insert any K-Cup® pod and use the simple interface to brew a delicious cup. Compatible with the My K-Cup® Universal Reusable Coffee Filter: Brew your own ground coffee (sold separately). For great tasting coffee, keep your brewer running at peak performance by descaling your brewer every 3 months, or when the descale notification turns on. *Descaling kit not included. Dimensions & More: 13.35” L x 8.31” W x 12.24” H; Weight: 7.5 lbs Height with handle open: 16.93” Cord Length: ~34.65” Voltage: 120VAC","keurig k-supreme plus special edition single serve coffee maker, with 18 k-cup pods","keurig k-supreme plus special edition single serve coffee maker, with 18 k-cup pods"
Ninja Foodi 10-in-1 Flip Air Fryer Oven,179.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/ninja-foodi-10-in-1-flip-air-fryer-oven.product.4000105708.html,WARNING: Cancer and Reproductive Harm. For more information go to: www.P65Warnings.ca.gov . Designated Chemical Disclosure,ninja foodi 10-in-1 flip air fryer oven,ninja foodi 10-in-1 flip air fryer oven
Cuisinart Digital Air Fryer Toaster Oven,199.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/cuisinart-digital-air-fryer-toaster-oven.product.100979581.html,Designated Chemical Disclosure,cuisinart digital air fryer toaster oven,cuisinart digital air fryer toaster oven
Sodastream Terra CQC Bundle,64.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/sodastream-terra-cqc-bundle.product.4000153599.html,"SodaStream's Sparkling Water Maker turn plain water into fresh sparkling water in seconds. Designed for the modern kitchen, it features the new Quick Connect technology for fast and easy CO2 cylinder insertion. Includes: (1) Terra Sodastream Machine (2) Quick Connect 60L CO2 Cylinder (2) 1 Liter Dishwasher Safe Bottle Features: Dishwasher safe, BPA free, reusable bottles Compact and sleek with a wider carbonating button Quick Connect CO2 technology for fast, ""one click"" cylinder insertion No batteries or electricity required Use a damp cloth to clean the machine Dimensions: 7.79"" L  x 7.79"" W x 17.2"" H (Machine) 6.28 lbs. Made in Israel For product related questions please contact 1 (800) 763-2258 Monday-Friday 9 AM - 7 PM EST",sodastream terra cqc bundle,sodastream terra cqc bundle
Ninja Foodi PossibleCooker PRO 8.5-Quart Multi-Cooker,89.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/ninja-foodi-possiblecooker-pro-8.5-quart-multi-cooker.product.4000179229.html,Designated Chemical Disclosure,ninja foodi possiblecooker pro 8.5-quart multi-cooker,ninja foodi possiblecooker pro 8.5-quart multi-cooker
bella Fold & Store Warming Tray,39.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/bella-fold-%2526-store-warming-tray.product.4000327777.html,"Party prep made simple. Part of our Fits-anywhere™ kitchenware system, the bella Fold & Store Warming Tray keeps food warm buffet-style and is designed to save space, folding from 24.8” wide to just 8.3” wide for easy storage and transport. Perfect for hosting the girls for brunch, family holidays, or game day tailgating, this party helper features 300 watts of power, adjustable heat settings, and a useful timer. Product Features: Easy-to-read digital touchscreen control panel for simple operation Adjustable heat/time settings with auto shut-off Timer can be set from 1 to 4 hours Compatible with oven-safe cookware Detachable power cord for clutter-free storage Wipes clean with ease Modern touches like rounded corners, soft matte finish and subtle fluting Dimensions & More Info: 24.92” L x 17.40” W x 1.29” H 5.51 lbs For product related questions please contact bella at help@bellahousewares.com",bella fold & store warming tray,bella fold & store warming tray
Almond Cow Complete Plant-Based Milk System,199.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/almond-cow-complete-plant-based-milk-system.product.4000288422.html,Limit 5 per member,almond cow complete plant-based milk system,almond cow complete plant-based milk system
Brita Hub Instant Powerful Countertop Water Filtration Device,149.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/brita-hub-instant-powerful-countertop-water-filtration-device.product.4000180592.html,"The Brita Hub Instant Countertop Water Filtration Device powered by Hamilton Beach uses Brita's best filter ever to reduce 70+ contaminants. It's easy to set up for instant, powerful water filtration. Includes two 6-month Brita Hub filters. Accessories Included: 2 Brita Hub Filters 96 ounce removable reservoir Product Features: BRITA'S BEST FILTER EVER: This unique instant water filtration device provides Brita's best water filtration ever. The Brita Hub™ filter reduces 70+ contaminants including lead, chlorine, microplastics and more.* GREAT TASTE, LESS WASTE: Get great tasting water without the waste. By switching to this Brita water filter dispenser, your family can save money and replace around 1800 single-use plastic water bottles a year.** CONVENIENT, EASY SETUP IN MINUTES: No installation or tools required. Simply insert the filter, fill the 12 cup removable reservoir on the countertop water filter, plug in and flush the system twice to begin enjoying. SPECIAL EDITION WITH 2 FILTERS FOR 1 YEAR OF FILTRATION: Each Brita Hub™ water filter lasts 6 months*** and filters 120 gallons of water. When it's time to replace, the filter is easy to change. Additional Brita Hub™ filters (Model CT01) sold separately. EASY PUSH-BUTTON DISPENSING: Enjoy refreshing water any time with the push of a button. Simply choose between 12 oz. and 20 oz. presets, or use manual mode to fill your glass or bottle. The spout fits glasses and water bottles up to 12"" tall. *Visit www.brita.com/performance-data for more details. Substances reduced may not be in all users' water. **Each Brita Hub™ filter replaces up to 900 16.9 oz. [single-use] plastic bottles. ***Based on 120 gallon filter life and average household usage of 11 glasses per day. Dimensions & More Info: 7.5 in. x 11.4 in. x 14.4 in. 10 Lbs 29 Watts Made in China Warranty: This product is warranted to be free from defects in material and workmanship for a period of two (2) years from the date of original purchase. During this period, your exclusive remedy is replacement of this product, or any component found to be defective, at our option. We will be responsible for the costs associated with returning a product or component under this warranty using a shipping method of our choice. If the product or component is unavailable, we will replace with a similar one of equal or greater value. For product related questions please contact Brita LP at 1-800-863-3975 or visit brita.com/support.",brita hub instant powerful countertop water filtration device,brita hub instant powerful countertop water filtration device
"Ninja Blast Personal Blender, 2-pack",59.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/ninja-blast-personal-blender%2c-2-pack.product.4000270204.html,WARNING: Cancer and Reproductive Harm. For more information go to: www.P65Warnings.ca.gov .,"ninja blast personal blender, 2-pack","ninja blast personal blender, 2-pack"
Hamilton Beach Professional Super Chute Easy Clean Juice Extractor,119.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/hamilton-beach-professional-super-chute-easy-clean-juice-extractor.product.4000154387.html,"Make fresh, healthy juice in seconds with the Hamilton Beach® Professional Super Chute™ Easy Clean Juice Extractor. The 3.5"" Super Chute virtually eliminates pre-cutting to save time and the Easy Sweep™ tool cuts strainer cleaning time in half. Accessories Included: Easy Sweep cleaning tool 34 ounce pitcher with foam separator on its lid Product Features: MAKE FRESH, HEALTHY JUICE IN SECONDS. Juicing at home is a fast, fun way to get your daily nutrients. Make juice with classic produce such as oranges, apples and carrots, or create on-trend juice blends with celery, ginger, kale, spinach and beets. SAVES TIME — 3.5"" SUPER CHUTE. The extra-large feed chute virtually eliminates pre-cutting and fits a whole apple, peeled orange or handful of kale. You'll enjoy fast, continuous juicing and the large pulp bin lets you juice more and empty less. EASY TO CLEAN — PATENTED EASY SWEEP™ CLEANING TOOL. The Easy Sweep™ cleaning tool sweeps the strainer clean in one simple motion, cutting the strainer cleaning time of this juicer machine in half. The BPA-free pitcher, lid, pulp bin, cleaning tool and pusher go in the dishwasher for fast, easy cleanup. MAKES 16 OZ. OF JUICE IN JUST 10 SECONDS. Why buy juice when you can make your own in 10 seconds flat? The powerful 1100 watt dual-speed motor of this juice extractor gives you faster juicing and provides maximum juice yield. ENJOY DELICIOUS, FOAM-FREE JUICE. The large 34 oz. pitcher of this fruit and vegetable juicer has a froth separator on its lid so you'll pour clear, foam-free juice into your glass. Dimensions & More Info: Type of material made from: Plastic and metal 9.5” L x 16.7” W x 17.2” H 15.5 lbs 1100-Watts Made in China Warranty: Can be found on pg-12 of the Use and Care Guide. Parts/Labor: 5-year limited warranty",hamilton beach professional super chute easy clean juice extractor,hamilton beach professional super chute easy clean juice extractor
"LG LT1000P3 Water Filter, 3-pack",94.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/lg-lt1000p3-water-filter%2c-3-pack.product.4000068123.html,Compatible Refrigerator Model LFCC22426S LFXS26972S LMXC22526D LRFCS2503 LRFWS2906D LRMVC2306D LRSXC2306S LFCC22426S LFXS26973D LMXC22596D LRFCS2503S LRFWS2906S LRMVC2306S LRSXC2306V LFCC23596S LFXS26973S LMXC22596M LRFCS2503S LRFWS2906V LRMVS2806 LRSXS2706B LFCC23596S LFXS26973W LMXC22596S LRFCS25D3 LRFWS2906V LRMVS2806D LRSXS2706S LFCS27596S LFXS27466S LMXC22626D LRFDC2406D LRFXC2406D LRMVS2806S LRSXS2706V LFCS27596S LFXS28566 LMXC22626S LRFDC2406S LRFXC2406S LRMVS3006 LRSXS2706W LFCS28768S LFXS28566D LMXC23796D LRFDS2503S LRFXC2416 LRMVS3006D LRVFC2406D LFXC22525D LFXS28566M LMXC23796M LRFDS3006D LRFXC2416D LRMVS3006S LRVFC2406M LFXC22525S LFXS28566S LMXC23796S LRFDS3006S LRFXC2416S LRMWS2906D LRVFC2406S LFXC22526 LFXS28596D LMXS22526S LRFDS3016D LRFXS2503 LRMWS2906S LRYKC2606S LFXC22526D LFXS28596M LMXS28596 LRFDS3016S LRFXS2503D LRMXC2206D LSFXC2496D LFXC22526S LFXS28596S LMXS28596D LRFGC2706D LRFXS2503S LRMXC2206S LSFXC2496S LFXC22596 LFXS28968D LMXS28596M LRFGC2706S LRFXS2513 LRMXS2806D LSXC22396D LFXC22596D LFXS28968S LMXS28596S LRFLC2706D LRFXS2513S LRMXS2806D LSXC22396S LFXC22596M LFXS30796D LMXS28626D LRFOC2606D LRMDC2306D LRMXS2806S LSXC22436S Please see PDF attachment below for extended compatible refrigerator models.,"lg lt1000p3 water filter, 3-pack","lg lt1000p3 water filter, 3-pack"
Ninja Professional Blender with Auto IQ,69.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/ninja-professional-blender-with-auto-iq.product.4000262482.html,WARNING: Cancer and Reproductive Harm. For more information go to: www.P65Warnings.ca.gov .,ninja professional blender with auto iq,ninja professional blender with auto iq
